indicator,year,fips,location,age,vaccine,percent,population,percentPartiallyVaccinated,percentNonMedicalExemption,percentMedicalExemption,percentDiseaseHistory  
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (13 year old),Tdap,73.7,114,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (13 year old),Three vaccine series,34.2,114,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (19 year old),MenACWY booster,68.2,88,null,null,null,null
Adolescent immunizations,2021,27087,Mahnomen,Adolescent (19 year old),MenB initiation,40.9,88,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (13 year old),HPV series completion,27.6,530,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (13 year old),HPV series initiation,56.2,530,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (13 year old),MenACWY,72.6,530,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (13 year old),Tdap,73.8,530,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (13 year old),Three vaccine series,27.4,530,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (19 year old),MenACWY booster,68.9,592,null,null,null,null
Adolescent immunizations,2022,27087,Mahnomen,Adolescent (19 year old),MenB initiation,25.3,592,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (13 year old),HPV series completion,26.3,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (13 year old),HPV series initiation,61.1,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (13 year old),MenACWY,73.7,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (13 year old),Tdap,76.8,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (13 year old),Three vaccine series,26.3,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (19 year old),MenACWY booster,68.4,79,null,null,null,null
Adolescent immunizations,2023,27087,Mahnomen  ,Adolescent (19 year old),MenB initiation,41.8,79,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (13 year old),HPV series completion,23.5,119,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (13 year old),HPV series initiation,52.1,119,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (13 year old),MenACWY,82.4,119,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (13 year old),Tdap,80.7,119,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (13 year old),Three vaccine series,21.8,119,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (19 year old),MenACWY booster,44.7,114,null,null,null,null
Adolescent immunizations,2018,27089,Marshall,Adolescent (19 year old),MenB initiation,8.8,114,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (13 year old),HPV series completion,24.8,129,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (13 year old),HPV series initiation,45,129,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (13 year old),MenACWY,74.4,129,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (13 year old),Tdap,75.2,129,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (13 year old),Three vaccine series,24.8,129,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (19 year old),MenACWY booster,51.1,135,null,null,null,null
Adolescent immunizations,2019,27089,Marshall,Adolescent (19 year old),MenB initiation,12.6,135,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (13 year old),HPV series completion,21.3,127,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (13 year old),HPV series initiation,49.6,127,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (13 year old),MenACWY,71.7,127,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (13 year old),Tdap,71.7,127,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (13 year old),Three vaccine series,21.3,127,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (19 year old),MenACWY booster,63.9,119,null,null,null,null
Adolescent immunizations,2020,27089,Marshall,Adolescent (19 year old),MenB initiation,20.2,119,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (13 year old),HPV series completion,25.3,158,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (13 year old),HPV series initiation,48.1,158,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (13 year old),MenACWY,69.6,158,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (13 year old),Tdap,69.6,158,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (13 year old),Three vaccine series,25.3,158,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (19 year old),MenACWY booster,70.8,120,null,null,null,null
Adolescent immunizations,2021,27089,Marshall,Adolescent (19 year old),MenB initiation,25,120,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (13 year old),HPV series completion,33.3,96,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (13 year old),HPV series initiation,75,96,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (13 year old),MenACWY,82.3,96,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (13 year old),Tdap,83.3,96,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (13 year old),Three vaccine series,32.3,96,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (19 year old),MenACWY booster,62.4,93,null,null,null,null
Adolescent immunizations,2022,27089,Marshall,Adolescent (19 year old),MenB initiation,51.6,93,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (13 year old),HPV series completion,21.1,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (13 year old),HPV series initiation,53.9,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (13 year old),MenACWY,75.8,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (13 year old),Tdap,76.6,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (13 year old),Three vaccine series,21.1,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (19 year old),MenACWY booster,62.6,147,null,null,null,null
Adolescent immunizations,2023,27089,Marshall  ,Adolescent (19 year old),MenB initiation,30.6,147,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (13 year old),HPV series completion,11.2,277,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (13 year old),HPV series initiation,35.4,277,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (13 year old),MenACWY,70.4,277,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (13 year old),Tdap,72.9,277,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (13 year old),Three vaccine series,11.2,277,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (19 year old),MenACWY booster,23.4,286,null,null,null,null
Adolescent immunizations,2018,27091,Martin,Adolescent (19 year old),MenB initiation,0,286,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (13 year old),HPV series completion,14.8,264,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (13 year old),HPV series initiation,43.6,264,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (13 year old),MenACWY,72.7,264,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (13 year old),Tdap,77.3,264,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (13 year old),Three vaccine series,14.8,264,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (19 year old),MenACWY booster,44.8,277,null,null,null,null
Adolescent immunizations,2019,27091,Martin,Adolescent (19 year old),MenB initiation,1.8,277,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (13 year old),HPV series completion,13.4,306,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (13 year old),HPV series initiation,40.5,306,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (13 year old),MenACWY,68.3,306,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (13 year old),Tdap,71.9,306,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (13 year old),Three vaccine series,13.1,306,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (19 year old),MenACWY booster,45.1,275,null,null,null,null
Adolescent immunizations,2020,27091,Martin,Adolescent (19 year old),MenB initiation,2.5,275,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (13 year old),HPV series completion,14.7,285,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (13 year old),HPV series initiation,45.6,285,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (13 year old),MenACWY,66.3,285,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (13 year old),Tdap,70.2,285,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (13 year old),Three vaccine series,14,285,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (19 year old),MenACWY booster,56.8,264,null,null,null,null
Adolescent immunizations,2021,27091,Martin,Adolescent (19 year old),MenB initiation,4.6,264,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (13 year old),HPV series completion,20,135,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (13 year old),HPV series initiation,51.1,135,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (13 year old),MenACWY,73.3,135,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (13 year old),Tdap,74.8,135,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (13 year old),Three vaccine series,20,135,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (19 year old),MenACWY booster,62.8,137,null,null,null,null
Adolescent immunizations,2022,27091,Martin,Adolescent (19 year old),MenB initiation,24.8,137,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (13 year old),HPV series completion,21.1,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (13 year old),HPV series initiation,41.9,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (13 year old),MenACWY,68.7,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (13 year old),Tdap,72.1,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (13 year old),Three vaccine series,20.4,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (19 year old),MenACWY booster,74.1,266,null,null,null,null
Adolescent immunizations,2023,27091,Martin  ,Adolescent (19 year old),MenB initiation,7.1,266,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (13 year old),HPV series completion,15.5,367,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (13 year old),HPV series initiation,49.6,367,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (13 year old),MenACWY,73.3,367,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (13 year old),Tdap,76.6,367,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (13 year old),Three vaccine series,15,367,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (19 year old),MenACWY booster,42.6,336,null,null,null,null
Adolescent immunizations,2018,27093,Meeker,Adolescent (19 year old),MenB initiation,1.5,336,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (13 year old),HPV series completion,20.5,356,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (13 year old),HPV series initiation,49.2,356,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (13 year old),MenACWY,74.2,356,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (13 year old),Tdap,76.7,356,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (13 year old),Three vaccine series,20.2,356,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (19 year old),MenACWY booster,47.5,305,null,null,null,null
Adolescent immunizations,2019,27093,Meeker,Adolescent (19 year old),MenB initiation,3.6,305,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (13 year old),HPV series completion,20.4,362,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (13 year old),HPV series initiation,50.6,362,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (13 year old),MenACWY,72.9,362,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (13 year old),Tdap,77.1,362,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (13 year old),Three vaccine series,20.4,362,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (19 year old),MenACWY booster,44.2,317,null,null,null,null
Adolescent immunizations,2020,27093,Meeker,Adolescent (19 year old),MenB initiation,7.6,317,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (13 year old),HPV series completion,24.5,359,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (13 year old),HPV series initiation,54,359,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (13 year old),MenACWY,69.1,359,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (13 year old),Tdap,71.9,359,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (13 year old),Three vaccine series,24,359,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (19 year old),MenACWY booster,59.9,339,null,null,null,null
Adolescent immunizations,2021,27093,Meeker,Adolescent (19 year old),MenB initiation,13.6,339,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (13 year old),HPV series completion,21.4,332,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (13 year old),HPV series initiation,46.4,332,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (13 year old),MenACWY,73.2,332,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (13 year old),Tdap,77.4,332,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (13 year old),Three vaccine series,20.5,332,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (19 year old),MenACWY booster,59.2,353,null,null,null,null
Adolescent immunizations,2022,27093,Meeker,Adolescent (19 year old),MenB initiation,14.2,353,null,null,null,null
Adolescent immunizations,2023,27093,Meeker  ,Adolescent (13 year old),HPV series completion,20.1,314,null,null,null,null
Adolescent immunizations,2023,27093,Meeker  ,Adolescent (13 year old),HPV series initiation,46.2,314,null,null,null,null
Adolescent immunizations,2023,27093,Meeker  ,Adolescent (13 year old),MenACWY,72.8,314,null,null,null,null
